公司名稱,職缺名稱,徵才網址,薪水區間,工作性質,工作地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具
Phison Electronics Corp_群聯電子股份有限公司,機器學習演算法工程師/資料科學工程師/Machine Learning Engineer/Data Scientist,http://www.104.com.tw/job/5ov5m?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,苗栗縣竹南鎮群義路1號 (竹南廣源科技園區),不需負擔管理責任,無需出差外派,日班,依公司規定,一個月內,1 人,上班族、應屆畢業生、研發替代役工作,不拘,碩士以上,電機電子工程相關、資訊工程相關、數理統計相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,C、C++、Python
歐立威科技股份有限公司,Hadoop 平台工程師(資料湖/大數據/巨量資料/HDP/CDH/串流處理),http://www.104.com.tw/job/6qjw8?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市大同區鄭州路87號10樓,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1至2 人,上班族、應屆畢業生,2年以上,專科、大學,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
歐博森科技有限公司,資深資料庫程式工程師(台北),http://www.104.com.tw/job/4r4gx?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市內湖區基湖路,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,10至20 人,上班族,3年以上,專科、大學,不拘,不拘,不拘
露天市集國際資訊股份有限公司,露天市集-資料庫工程師DBA,http://www.104.com.tw/job/6r22w?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市大安區敦化南路二段105號5樓,不需負擔管理責任,無需出差外派,日班，09:30~18:30,週休二日,不限,1 人,上班族,3年以上,專科、大學,不拘,不拘,MySQL、Oracle
國泰世華商業銀行股份有限公司_人力資源部,"【數據生態營運】資料科學工程師 (數數發中心,DDT)",http://www.104.com.tw/job/6v7pz?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市信義區,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,2至8 人,上班族,不拘,大學以上,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,ETL、hadoop、Hive
敦陽科技股份有限公司,技術副理 (新竹)【SS1-NP】,http://www.104.com.tw/job/5uhsw?jobsource=2018indexpoc,"月薪 40,000~60,000元",全職,新竹市東大路二段83號12樓之1,不需負擔管理責任,需出差，一年累積時間未定,日班，9:00~18:00,週休二日,不限,1 人,上班族、原住民【相關法令】,3年以上,大學以上,資訊工程相關、資訊管理相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,Linux、Oracle
昇銳電子股份有限公司,【專案行銷部】資料庫管理高級工程師 (高雄),http://www.104.com.tw/job/70fpt?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,高雄市左營區富國路185號18樓之2,不需負擔管理責任,需出差外派，一年累積時間未定,日班，09:00~18:00,週休二日,一個月內,1 人,上班族、原住民【相關法令】、二度就業、中壯齡(45~54歲)、中高齡(55~64歲)、高齡(65歲以上),3年以上,大學以上,不拘,不拘,不拘
艾奕康工程顧問股份有限公司,資料庫與數據分析師 Data and Analytics Engineer(建築與人居環境部-台北),http://www.104.com.tw/job/6y5r2?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市信義區信義路5段8號16樓,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班，09:00~18:00,依公司規定,一個月內,1至2 人,上班族、應屆畢業生,3年以上,大學、碩士,不拘,英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,不拘
保沃亞通工程顧問股份有限公司,WEB／資料庫程式設計工程師,http://www.104.com.tw/job/4i0cx?jobsource=2018indexpoc,"月薪 28,000~60,000元",全職,新北市汐止區新台五路一段92號C棟20樓,不需負擔管理責任,無需出差外派,日班，08:30~17:30,週休二日,一個月內,1 人,上班族,2年以上,專科、大學,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,Microsoft Exchange、Firewall、FTP、HTTP、IIS、LAN、TCP/IP、VPN
網際威信股份有限公司,AI大數據分析師/主管,http://www.104.com.tw/job/6nnhm?jobsource=2018indexpoc,"年薪 500,000~1,300,000元",全職,台北市內湖區港墘路200號7樓 (內湖科技園區),管理人數未定,無需出差外派,日班,依公司規定,不限,1至10 人,不拘,1年以上,大學以上,數理統計相關、資訊工程相關、其他數學及電算機科學相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
錠嵂保險經紀人股份有限公司,數據/資料分析工程師-台北 (系統推展部),http://www.104.com.tw/job/6l6mm?jobsource=2018indexpoc,"月薪 35,000~55,000元",全職,台北市松山區南京東路三段311號7樓,不需負擔管理責任,無需出差外派,日班，0835~1720,週休二日,不限,1 人,上班族,2年以上,專科以上,不拘,不拘,不拘
新加坡商必創科技股份有限公司,資料庫DBA工程師,http://www.104.com.tw/job/6pn0z?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台中市西屯區市政路402號23樓之B,不需負擔管理責任,無需出差外派,日班，9:00~18:00,週休二日,不限,1至2 人,上班族,1年以上,專科以上,不拘,不拘,不拘
敦陽科技股份有限公司,【高薪】SAP HANA Basis 資料庫系統管理約聘駐點工程師 (新竹) (BXO),http://www.104.com.tw/job/6x8hf?jobsource=2018indexpoc,"月薪 65,000~70,000元",全職,新竹市科學園區,不需負擔管理責任,無需出差外派,日班，9:00~18:00,週休二日,不限,1 人,上班族、應屆畢業生、原住民【相關法令】、二度就業歡迎身心障礙人士，需附身心障礙證明【相關法令】,5年以上,大學以上,資訊管理相關、資訊工程相關,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,不拘
樺晟電子股份有限公司,基金-資料庫軟體工程師,http://www.104.com.tw/job/6wnga?jobsource=2018indexpoc,"月薪 40,000元以上",全職,台北市南港區南港路三段50巷16號4樓,不需負擔管理責任,無需出差外派,日班，8:30~17:30,週休二日,不限,1 人,上班族,3年以上,專科以上,資訊工程相關、資訊管理相關、財稅金融相關,不拘,MS SQL
果思設計有限公司,後端資深工程師(.NET),http://www.104.com.tw/job/6yr7q?jobsource=2018indexpoc,"月薪 50,000~90,000元",全職,台北市松山區南京東路四段186號7樓,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1至2 人,上班族,3年以上,專科以上,不拘,不拘,Windows Server 2008、Windows Server 2012、C#、C++.Net、Java
普鴻資訊股份有限公司,DW資料倉儲開發工程師-中和區(維運部),http://www.104.com.tw/job/6wqzh?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,新北市中和區,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1至2 人,上班族、二度就業,3年以上,高中以上,不拘,不拘,不拘
台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,人工智慧資料科學家/人工智慧應用工程師_台達研究院(台北),http://www.104.com.tw/job/6h22n?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市內湖區瑞光路186號,不需負擔管理責任,需出差，一年累積時間未定,日班,依公司規定,不限,10至30 人,上班族、應屆畢業生、研發替代役工作,不拘,碩士以上,數學及電算機科學學科類、工程學科類,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
